ID_Venta,Producto,Ciudad,Categoria,Precio_Unitario,Cantidad,Fecha_Venta,Cliente,Email,Telefono,Direccion,Metodo_Pago,Estado,Comentario,Descuento,MacroCategoria,Total_Compra,Categoria_Cliente
24,crema,South Thomas,budget,1300,21,7/25/2023,Kelsey Lopez,david09@example.com,525-194-7529,30768 Louis Mill Lake Carmen LA 47934,Efectivo,En camino,Sin comentario,39,Cuidado Personal,27300,VIP
17,crema,New Reginaldmouth,north,700,23,9/13/2023,Lisa Stafford,schmidtkrystal@example.org,602-238-8997,2644 Gonzalez Mills Apt 856 Port Frank IN 25816,Tarjeta,Entregado,Sin comentario,54,Cuidado Personal,16100,VIP
7,crema,North Brittney,leg,1300,7,9/23/2023,Robert Bryant,wliu@example.net,175-317-5834,29340 Murphy Parkway North Robert KS 42070,Tarjeta,Entregado,Producto defectuoso,19,Cuidado Personal,9100,VIP
1,tubería,Kevinton,leader,3000,11,9/1/2023,Sean Mitchell,walkerraven@example.net,557-193-8141,507 Johnson Port Banksshire AK 72140,Tarjeta,En camino,Producto defectuoso,88,construcción,33000,VIP
20,silla,Port Kelly,finish,900,2,6/6/2023,David Norton,eric87@example.org,641-800-6599,29882 Stein Tunnel Apt 468 Port Jacquelineville HI 77063,Efectivo,En camino,Producto defectuoso,12,Hogar,1800,VIP
12,crema,East Leah,TV,700,7,7/25/2023,Juan Manning,brianboyd@example.org,175-317-5834,493 Cameron Ramp Veronicatown MI 81010,Tarjeta,Entregado,Producto defectuoso,39,Cuidado Personal,4900,Regular
28,crema,Port Alexachester,member,2100,21,5/5/2023,Cynthia Hayes,powersjimmy@example.org,475-336-0709,0827 Jill Cape Suite 299 Angieport DC 15542,Tarjeta,Entregado,Producto defectuoso,12,Cuidado Personal,44100,VIP
7,smartphone,Andrewside,forward,300,22,11/20/2023,Samantha Hodges,estesjon@example.org,557-543-1910,664 Berger Rapid South Suzanne WV 68526,Efectivo,En camino,Producto defectuoso,30,Tecnología,6600,Regular
26,crema,Vasquezborough,pay,300,23,8/13/2023,Andrew Mitchell,parkerandrew@example.org,280-504-6212,0827 Jill Cape Suite 299 Angieport DC 15542,Tarjeta,En camino,Producto defectuoso,53,Cuidado Personal,6900,Regular
9,smartphone,Milesburgh,rich,300,23,9/13/2023,Andrew Mitchell,eric24@example.com,594-337-5421,29340 Murphy Parkway North Robert KS 42070,Efectivo,En camino,Producto defectuoso,28,Tecnología,6900,VIP
9,silla,East Brittany,set,1600,25,6/7/2023,Robert Bryant,rbrown@example.org,594-337-5421,18235 Carl Garden Apt 025 Lake Miranda LA 16737,Tarjeta,En camino,Producto defectuoso,83,Hogar,40000,Regular
9,cereal,Brendanberg,set,2500,11,4/14/2023,Juan Manning,schmidtkrystal@example.org,236-332-5014,493 Cameron Ramp Veronicatown MI 81010,Tarjeta,En camino,Sin comentario,98,Alimentos,27500,VIP
13,smartphone,Lindaport,TV,300,21,9/12/2023,Brittney Guerra,schmidtkrystal@example.org,475-336-0709,22214 Janet Plaza Suite 903 West Christopherside DC 40075,Tarjeta,Entregado,Producto defectuoso,12,Tecnología,6300,VIP
19,tubería,South Timothyberg,group,2800,23,1/14/2023,Juan Manning,ydavid@example.com,594-337-5421,4412 Lee Dam Apt 872 Hunterbury HI 03589,Tarjeta,Entregado,Sin comentario,83,construcción,64400,VIP
25,smartphone,Kevinton,leader,2300,28,9/23/2023,Susan Harvey,harperdanielle@example.net,509-821-0932,30768 Louis Mill Lake Carmen LA 47934,Efectivo,Entregado,Producto defectuoso,43,Tecnología,64400,Regular
14,smartphone,East Brittany,still,800,24,1/4/2023,Carla Orozco,estesjon@example.org,630-469-6433,67032 Megan Cliffs Suite 876 Loveside SD 53246,Efectivo,En camino,Producto defectuoso,27,Tecnología,19200,VIP
9,crema,West Charles,forward,200,22,1/18/2023,Daniel Garcia,hornebeth@example.com,630-469-6433,11613 Miller Ridges Suite 186 East Nicholas MN 69937,Efectivo,Entregado,Producto defectuoso,54,Cuidado Personal,4400,VIP
21,tubería,North Thomastown,exist,1100,25,2/9/2023,Crystal Chambers,estesjon@example.org,369-774-6572,233 Peterson Canyon Tranmouth ND 40770,Efectivo,Entregado,Sin comentario,74,construcción,27500,Regular
16,tubería,Kevinton,grow,2600,12,3/14/2023,Mark Mays,rbrown@example.org,602-238-8997,025 Billy Row Lisaside AR 96338,Tarjeta,En camino,Producto defectuoso,42,construcción,31200,VIP
12,crema,Susanton,pay,2100,14,3/14/2023,Jennifer Holmes,rbrown@example.org,857-262-8794,025 Billy Row Lisaside AR 96338,Efectivo,Entregado,Producto defectuoso,53,Cuidado Personal,29400,VIP
25,cereal,Briannaport,member,700,2,9/13/2023,David Scott,paul02@example.com,369-774-6572,37970 Hudson Falls Downshaven PA 58533,Efectivo,En camino,Producto defectuoso,97,Alimentos,1400,Regular
11,smartphone,North Jasmine,whom,2800,18,3/22/2023,Lisa Stafford,lharmon@example.net,096-236-8217,507 Johnson Port Banksshire AK 72140,Efectivo,En camino,Producto defectuoso,39,Tecnología,50400,VIP
15,zapatos,Kevinton,say,1100,25,6/6/2023,Benjamin Chan,sandersbeth@example.org,557-543-1910,769 Dickerson Drive Jasminemouth HI 08895,Efectivo,En camino,Sin comentario,18,Ropa,27500,VIP
22,crema,North Brittney,say,1100,24,3/14/2023,Juan Manning,david09@example.com,509-821-0932,493 Cameron Ramp Veronicatown MI 81010,Efectivo,Entregado,Sin comentario,18,Cuidado Personal,26400,VIP
1,smartphone,Larrychester,forward,2600,27,9/12/2023,Cynthia Hayes,estesjon@example.org,175-317-5834,91315 Simpson Fork Apt 336 South Mark GA 64860,Efectivo,En camino,Producto defectuoso,74,Tecnología,70200,VIP
25,bloques,West Charles,matter,2400,30,7/15/2023,Angela Taylor,paul49@example.net,612-821-1834,50604 Anthony Villages New William ME 95446,Efectivo,Entregado,Sin comentario,4,Juguetería,72000,Regular
3,tubería,South Thomas,matter,2500,27,5/6/2023,Roger Stephens,karaware@example.net,848-723-3346,USS Fuller FPO AA 30334,Efectivo,Entregado,Producto defectuoso,38,construcción,67500,Regular
1,bloques,Nguyenshire,despite,2500,23,4/14/2023,Lisa Stafford,eric24@example.com,369-774-6572,233 Peterson Canyon Tranmouth ND 40770,Tarjeta,En camino,Producto defectuoso,18,Juguetería,57500,Regular
3,tubería,North Thomastown,budget,2400,2,8/17/2023,Susan Harvey,david09@example.com,314-325-7035,29340 Murphy Parkway North Robert KS 42070,Tarjeta,Entregado,Producto defectuoso,43,construcción,4800,Regular
26,bloques,Lake Juan,pay,2400,9,9/12/2023,Michelle Mitchell,matthew29@example.com,491-474-2586,2644 Gonzalez Mills Apt 856 Port Frank IN 25816,Tarjeta,Entregado,Sin comentario,97,Juguetería,21600,VIP
7,bloques,North Jasmine,movement,300,2,1/18/2023,Michelle Mitchell,parkerandrew@example.org,314-325-7035,91315 Simpson Fork Apt 336 South Mark GA 64860,Tarjeta,En camino,Producto defectuoso,43,Juguetería,600,VIP
9,crema,East Jonathan,letter,700,21,7/8/2023,Crystal Chambers,krystalmcdaniel@example.org,280-504-6212,0827 Jill Cape Suite 299 Angieport DC 15542,Efectivo,En camino,Producto defectuoso,53,Cuidado Personal,14700,VIP
14,crema,North Brittney,TV,1100,26,11/20/2023,Samantha Hodges,lweaver@example.org,890-231-3672,37970 Hudson Falls Downshaven PA 58533,Tarjeta,Entregado,Sin comentario,25,Cuidado Personal,28600,VIP
4,bloques,Port Alexachester,set,200,22,11/20/2023,Sean Mitchell,schmidtkrystal@example.org,475-336-0709,2644 Gonzalez Mills Apt 856 Port Frank IN 25816,Efectivo,En camino,Sin comentario,98,Juguetería,4400,VIP
30,smartphone,Port Kelly,step,2500,30,12/4/2022,Sharon Lowe,karaware@example.net,509-821-0932,22214 Janet Plaza Suite 903 West Christopherside DC 40075,Tarjeta,Entregado,Producto defectuoso,53,Tecnología,75000,Regular
19,bloques,Larrychester,step,2000,23,1/14/2023,David Norton,wliu@example.net,890-231-3672,29882 Stein Tunnel Apt 468 Port Jacquelineville HI 77063,Efectivo,Entregado,Producto defectuoso,19,Juguetería,46000,Regular
11,bloques,Jessechester,matter,2600,7,9/1/2023,Larry Welch,krystalmcdaniel@example.org,175-317-5834,507 Johnson Port Banksshire AK 72140,Tarjeta,Entregado,Producto defectuoso,21,Juguetería,18200,Regular
21,tubería,Larrychester,leg,2500,22,3/14/2023,Susan Harvey,vhill@example.org,266-167-3098,18235 Carl Garden Apt 025 Lake Miranda LA 16737,Tarjeta,Entregado,Sin comentario,54,construcción,55000,VIP
28,tubería,North Thomastown,budget,700,25,2/9/2023,Larry Welch,schmidtkrystal@example.org,602-238-8997,233 Peterson Canyon Tranmouth ND 40770,Efectivo,En camino,Sin comentario,98,construcción,17500,Regular
2,cereal,North Thomastown,say,700,23,1/18/2023,Alan Bird,brianboyd@example.org,101-988-9703,025 Billy Row Lisaside AR 96338,Tarjeta,En camino,Producto defectuoso,53,Alimentos,16100,VIP
16,bloques,North Jasmine,whom,200,23,7/25/2023,Robert Bryant,david09@example.com,857-262-8794,9978 Kenneth Plaza Suite 069 Monicafurt NM 39529,Efectivo,En camino,Producto defectuoso,42,Juguetería,4600,VIP
24,bloques,Brendanberg,set,700,13,9/23/2023,Lisa Stafford,paul49@example.net,612-821-1834,493 Cameron Ramp Veronicatown MI 81010,Tarjeta,En camino,Sin comentario,30,Juguetería,9100,Regular
13,bloques,Trujillofort,increase,1600,30,7/15/2023,Mark Mays,brianboyd@example.org,419-330-3873,0827 Jill Cape Suite 299 Angieport DC 15542,Efectivo,En camino,Sin comentario,30,Juguetería,48000,Regular
26,cereal,Courtneymouth,matter,700,29,8/13/2023,Sharon Lowe,krystalmcdaniel@example.org,890-231-3672,11613 Miller Ridges Suite 186 East Nicholas MN 69937,Tarjeta,En camino,Sin comentario,74,Alimentos,20300,VIP
4,crema,Valerietown,exist,2300,14,5/5/2023,Karl Cardenas,briangonzales@example.net,236-332-5014,30768 Louis Mill Lake Carmen LA 47934,Tarjeta,Entregado,Sin comentario,55,Cuidado Personal,32200,Regular
9,crema,Lake Juan,increase,300,11,5/5/2023,Dr Monica Woods,schmidtkrystal@example.org,175-317-5834,18235 Carl Garden Apt 025 Lake Miranda LA 16737,Efectivo,En camino,Sin comentario,14,Cuidado Personal,3300,VIP
23,crema,Kevinton,movement,700,14,3/14/2023,Susan Harvey,parkerandrew@example.org,175-317-5834,025 Billy Row Lisaside AR 96338,Efectivo,Entregado,Sin comentario,88,Cuidado Personal,9800,VIP
23,silla,Lake Juan,grow,2800,17,5/6/2023,Susan Harvey,david09@example.com,890-231-3672,11613 Miller Ridges Suite 186 East Nicholas MN 69937,Efectivo,En camino,Producto defectuoso,25,Hogar,47600,Regular
17,crema,Brendanberg,spring,600,25,8/27/2023,Sharon Lowe,dhuber@example.com,372-568-4886,67032 Megan Cliffs Suite 876 Loveside SD 53246,Efectivo,Entregado,Producto defectuoso,36,Cuidado Personal,15000,VIP
12,cereal,Port Alexachester,leader,2300,15,5/5/2023,Crystal Chambers,edward94@example.org,686-499-0991,29882 Stein Tunnel Apt 468 Port Jacquelineville HI 77063,Tarjeta,Entregado,Producto defectuoso,39,Alimentos,34500,Regular
24,cereal,Larrychester,industry,900,9,7/10/2023,Mark Mays,lweaver@example.org,369-774-6572,USS Fuller FPO AA 30334,Tarjeta,Entregado,Producto defectuoso,30,Alimentos,8100,VIP
10,smartphone,New Reginaldmouth,industry,1300,8,11/20/2023,Andrew Mitchell,matthew29@example.com,372-568-4886,403 Ashley Mountains Apt 918 Nicholasberg MI 72538,Efectivo,Entregado,Producto defectuoso,14,Tecnología,10400,Regular
1,crema,East Jonathan,leg,1100,10,6/28/2023,Kelsey Lopez,vhill@example.org,612-821-1834,67032 Megan Cliffs Suite 876 Loveside SD 53246,Efectivo,Entregado,Producto defectuoso,53,Cuidado Personal,11000,VIP
22,bloques,Port Kelly,spring,700,30,9/13/2023,Roger Stephens,karaware@example.net,105-592-6193,7474 Sean Pine Frazierchester OK 57469,Tarjeta,Entregado,Producto defectuoso,36,Juguetería,21000,Regular
26,bloques,Jessechester,north,2800,18,4/14/2023,Benjamin Chan,wliu@example.net,509-821-0932,0827 Jill Cape Suite 299 Angieport DC 15542,Tarjeta,En camino,Producto defectuoso,55,Juguetería,50400,Regular
7,cereal,South Timothyberg,finish,800,22,6/6/2023,Crystal Chambers,schmidtkrystal@example.org,857-262-8794,9978 Kenneth Plaza Suite 069 Monicafurt NM 39529,Tarjeta,En camino,Producto defectuoso,28,Alimentos,17600,VIP
25,bloques,Trujillofort,still,2500,26,7/25/2023,Samantha Parker,ydavid@example.com,266-167-3098,769 Dickerson Drive Jasminemouth HI 08895,Tarjeta,En camino,Producto defectuoso,14,Juguetería,65000,VIP
3,tubería,Lake Juan,job,200,25,1/14/2023,Adam Mueller,edward94@example.org,602-238-8997,848 Jimmy Hill Apt 415 Stanleyside MA 75473,Efectivo,Entregado,Producto defectuoso,78,construcción,5000,VIP
1,smartphone,Brendanberg,budget,1100,7,10/15/2023,Carla Orozco,lweaver@example.org,280-504-6212,18235 Carl Garden Apt 025 Lake Miranda LA 16737,Tarjeta,Entregado,Producto defectuoso,24,Tecnología,7700,Regular
21,smartphone,East Josephland,rich,2800,16,8/13/2023,Crystal Chambers,edward94@example.org,612-821-1834,848 Jimmy Hill Apt 415 Stanleyside MA 75473,Tarjeta,Entregado,Sin comentario,36,Tecnología,44800,Regular
7,tubería,East Brittany,group,2800,22,3/22/2023,Dr Monica Woods,eric87@example.org,630-469-6433,22214 Janet Plaza Suite 903 West Christopherside DC 40075,Tarjeta,Entregado,Sin comentario,43,construcción,61600,VIP
18,tubería,Briannaport,set,1500,26,6/7/2023,Benjamin Chan,matthew29@example.com,491-474-2586,18235 Carl Garden Apt 025 Lake Miranda LA 16737,Efectivo,En camino,Sin comentario,36,construcción,39000,VIP
14,silla,Susanton,finish,700,14,12/4/2022,David Norton,paul02@example.com,686-499-0991,50604 Anthony Villages New William ME 95446,Tarjeta,En camino,Producto defectuoso,28,Hogar,9800,Regular
6,bloques,Andrewside,industry,1500,28,9/23/2023,Sharon Lowe,parkerandrew@example.org,419-330-3873,11613 Miller Ridges Suite 186 East Nicholas MN 69937,Tarjeta,En camino,Producto defectuoso,25,Juguetería,42000,Regular
18,smartphone,Lindaport,leg,2500,27,1/18/2023,Susan Harvey,david09@example.com,101-988-9703,22214 Janet Plaza Suite 903 West Christopherside DC 40075,Efectivo,Entregado,Producto defectuoso,12,Tecnología,67500,VIP
16,freno,Courtneymouth,finish,600,16,8/17/2023,Robert Bryant,vhill@example.org,314-325-7035,0827 Jill Cape Suite 299 Angieport DC 15542,Efectivo,En camino,Producto defectuoso,42,Automotriz,9600,Regular
17,zapatos,East Josephland,budget,200,23,8/27/2023,Brittney Guerra,schmidtkrystal@example.org,175-317-5834,507 Johnson Port Banksshire AK 72140,Efectivo,En camino,Sin comentario,78,Ropa,4600,VIP
19,crema,East Jonathan,exist,200,23,6/28/2023,Dr Monica Woods,rdaugherty@example.net,557-543-1910,7474 Sean Pine Frazierchester OK 57469,Efectivo,Entregado,Producto defectuoso,42,Cuidado Personal,4600,Regular
24,zapatos,East Jonathan,forward,2100,12,6/7/2023,David Scott,krystalmcdaniel@example.org,557-543-1910,37970 Hudson Falls Downshaven PA 58533,Tarjeta,Entregado,Producto defectuoso,49,Ropa,25200,Regular
23,freno,Port Alexachester,spring,2100,29,3/22/2023,David Scott,powersjimmy@example.org,236-332-5014,11613 Miller Ridges Suite 186 East Nicholas MN 69937,Tarjeta,Entregado,Sin comentario,24,Automotriz,60900,Regular
11,silla,North Jasmine,leg,700,25,7/10/2023,Andrew Mitchell,edward94@example.org,339-100-4282,11613 Miller Ridges Suite 186 East Nicholas MN 69937,Tarjeta,En camino,Sin comentario,25,Hogar,17500,VIP
26,crema,Brendanberg,industry,2000,28,9/1/2023,David Norton,walkerraven@example.net,314-325-7035,769 Dickerson Drive Jasminemouth HI 08895,Tarjeta,Entregado,Sin comentario,88,Cuidado Personal,56000,Regular
9,tubería,Larrychester,exist,700,12,3/13/2023,Karl Cardenas,vhill@example.org,621-875-1265,PSC 2182 Box 8243 APO AP 79039,Efectivo,Entregado,Producto defectuoso,38,construcción,8400,Regular
22,tubería,Brendanberg,TV,2100,26,6/17/2023,Daniel Garcia,paul02@example.com,621-875-1265,233 Peterson Canyon Tranmouth ND 40770,Efectivo,Entregado,Producto defectuoso,55,construcción,54600,Regular
15,tubería,East Brittany,popular,3000,28,9/12/2023,Samantha Hodges,dhuber@example.com,101-988-9703,03346 Tony Spring Apt 633 Ericberg AK 73272,Efectivo,Entregado,Producto defectuoso,28,construcción,84000,Regular
16,tubería,West Charles,matter,2400,22,10/15/2023,Michelle Mitchell,steelejulian@example.net,686-499-0991,0827 Jill Cape Suite 299 Angieport DC 15542,Tarjeta,En camino,Producto defectuoso,78,construcción,52800,Regular
4,freno,Lake Juan,still,900,22,3/13/2023,Michelle Mitchell,edward94@example.org,890-231-3672,37970 Hudson Falls Downshaven PA 58533,Efectivo,Entregado,Sin comentario,42,Automotriz,19800,VIP
29,silla,Kevinton,industry,700,7,7/8/2023,Jennifer Holmes,edward94@example.org,557-543-1910,PSC 2182 Box 8243 APO AP 79039,Tarjeta,Entregado,Sin comentario,25,Hogar,4900,VIP
8,zapatos,East Jonathan,job,200,11,6/28/2023,Samantha Parker,steelejulian@example.net,280-504-6212,403 Ashley Mountains Apt 918 Nicholasberg MI 72538,Efectivo,En camino,Producto defectuoso,88,Ropa,2200,VIP
7,smartphone,Larrychester,whom,1100,11,6/28/2023,David Norton,walkerraven@example.net,857-262-8794,18235 Carl Garden Apt 025 Lake Miranda LA 16737,Efectivo,Entregado,Producto defectuoso,72,Tecnología,12100,VIP
15,smartphone,Trujillofort,matter,800,2,8/17/2023,David Norton,david09@example.com,890-231-3672,67032 Megan Cliffs Suite 876 Loveside SD 53246,Tarjeta,En camino,Producto defectuoso,25,Tecnología,1600,Regular
1,cereal,Valerietown,TV,1500,22,6/6/2023,Robert Bryant,sandersbeth@example.org,101-988-9703,37970 Hudson Falls Downshaven PA 58533,Tarjeta,Entregado,Producto defectuoso,30,Alimentos,33000,Regular
6,zapatos,Kevinton,rich,700,22,1/4/2023,Kelsey Lopez,walkerraven@example.net,557-193-8141,493 Cameron Ramp Veronicatown MI 81010,Tarjeta,En camino,Sin comentario,12,Ropa,15400,VIP
16,bloques,East Jonathan,spring,700,22,3/22/2023,David Scott,powersjimmy@example.org,525-194-7529,30768 Louis Mill Lake Carmen LA 47934,Efectivo,Entregado,Sin comentario,39,Juguetería,15400,Regular
5,cereal,West Charles,set,700,16,3/13/2023,David Norton,karaware@example.net,475-336-0709,283 Cynthia Groves Apt 671 Weavermouth ID 06739,Efectivo,Entregado,Sin comentario,49,Alimentos,11200,Regular
19,tubería,Nguyenshire,much,700,17,6/7/2023,Crystal Chambers,schmidtkrystal@example.org,602-238-8997,91315 Simpson Fork Apt 336 South Mark GA 64860,Efectivo,Entregado,Sin comentario,25,construcción,11900,VIP
11,bloques,East Josephland,finish,1300,11,8/17/2023,Roger Stephens,karaware@example.net,857-262-8794,91315 Simpson Fork Apt 336 South Mark GA 64860,Tarjeta,En camino,Sin comentario,25,Juguetería,14300,VIP
27,bloques,East Brittany,movement,700,14,7/10/2023,Adam Mueller,wliu@example.net,857-262-8794,67032 Megan Cliffs Suite 876 Loveside SD 53246,Efectivo,En camino,Producto defectuoso,12,Juguetería,9800,VIP
26,zapatos,East Leah,finish,2100,22,6/17/2023,David Norton,edward94@example.org,870-860-8083,PSC 2182 Box 8243 APO AP 79039,Efectivo,Entregado,Producto defectuoso,36,Ropa,46200,Regular
9,bloques,Valerietown,matter,1500,16,6/21/2023,Susan Harvey,paul02@example.com,602-238-8997,2644 Gonzalez Mills Apt 856 Port Frank IN 25816,Efectivo,Entregado,Producto defectuoso,55,Juguetería,24000,Regular
5,crema,East Brittany,whom,700,17,6/6/2023,Michelle Mitchell,ydavid@example.com,857-262-8794,848 Jimmy Hill Apt 415 Stanleyside MA 75473,Tarjeta,Entregado,Sin comentario,27,Cuidado Personal,11900,Regular
26,crema,South Thomas,step,2000,15,7/8/2023,Andrew Mitchell,dhuber@example.com,525-194-7529,0262 Cheryl Union Sampsonfurt ME 63401,Tarjeta,Entregado,Producto defectuoso,19,Cuidado Personal,30000,Regular
18,tubería,Valerietown,at,1500,2,8/27/2023,Dr Monica Woods,wliu@example.net,475-336-0709,915 Mathis Camp Apt 447 Thomastown MS 44338,Efectivo,Entregado,Sin comentario,28,construcción,3000,Regular
27,tubería,New Reginaldmouth,grow,200,11,11/20/2023,Cynthia Hayes,rdaugherty@example.net,594-337-5421,0827 Jill Cape Suite 299 Angieport DC 15542,Tarjeta,Entregado,Producto defectuoso,12,construcción,2200,VIP
11,smartphone,South Thomas,individual,2800,23,3/13/2023,Jennifer Holmes,paul02@example.com,848-723-3346,403 Ashley Mountains Apt 918 Nicholasberg MI 72538,Efectivo,Entregado,Sin comentario,39,Tecnología,64400,Regular
5,crema,Nguyenshire,letter,2500,11,7/8/2023,Robert Bryant,wliu@example.net,105-592-6193,50604 Anthony Villages New William ME 95446,Efectivo,Entregado,Producto defectuoso,25,Cuidado Personal,27500,Regular
27,bloques,Larrychester,movement,2500,28,8/13/2023,Roger Stephens,vhill@example.org,621-875-1265,403 Ashley Mountains Apt 918 Nicholasberg MI 72538,Tarjeta,Entregado,Sin comentario,30,Juguetería,70000,VIP
25,smartphone,West Charles,leg,2100,9,1/18/2023,Charles Williams,rbrown@example.org,525-194-7529,11613 Miller Ridges Suite 186 East Nicholas MN 69937,Efectivo,Entregado,Sin comentario,4,Tecnología,18900,Regular
20,bloques,West Charles,group,1600,27,2/9/2023,Jennifer Holmes,krystalmcdaniel@example.org,175-317-5834,29340 Murphy Parkway North Robert KS 42070,Efectivo,Entregado,Producto defectuoso,43,Juguetería,43200,VIP
22,crema,East Brittany,increase,2000,12,8/17/2023,Robert Bryant,rbrown@example.org,339-100-4282,67032 Megan Cliffs Suite 876 Loveside SD 53246,Efectivo,Entregado,Producto defectuoso,12,Cuidado Personal,24000,Regular
7,crema,West Charles,at,2000,17,9/12/2023,Mark Mays,karaware@example.net,621-875-1265,11613 Miller Ridges Suite 186 East Nicholas MN 69937,Efectivo,En camino,Producto defectuoso,49,Cuidado Personal,34000,Regular
22,crema,East Leah,leader,2500,21,6/7/2023,Roger Stephens,lweaver@example.org,236-332-5014,18235 Carl Garden Apt 025 Lake Miranda LA 16737,Tarjeta,Entregado,Producto defectuoso,4,Cuidado Personal,52500,Regular
26,crema,West Charles,whom,2100,27,3/14/2023,Roger Stephens,hornebeth@example.com,314-325-7035,91315 Simpson Fork Apt 336 South Mark GA 64860,Tarjeta,Entregado,Producto defectuoso,25,Cuidado Personal,56700,Regular
24,crema,Lake Juan,budget,1500,15,1/14/2023,Daniel Garcia,briangonzales@example.net,848-723-3346,11613 Miller Ridges Suite 186 East Nicholas MN 69937,Tarjeta,Entregado,Sin comentario,87,Cuidado Personal,22500,VIP
29,cereal,Jessechester,pay,2500,16,7/10/2023,Dr Monica Woods,vhill@example.org,372-568-4886,233 Peterson Canyon Tranmouth ND 40770,Efectivo,Entregado,Sin comentario,98,Alimentos,40000,VIP
9,bloques,Larrychester,leader,2400,15,3/13/2023,Juan Manning,wwilson@example.org,339-100-4282,0262 Cheryl Union Sampsonfurt ME 63401,Efectivo,En camino,Producto defectuoso,74,Juguetería,36000,VIP
18,silla,Lindaport,member,2400,25,11/20/2023,Samantha Parker,steelejulian@example.net,096-236-8217,664 Berger Rapid South Suzanne WV 68526,Tarjeta,Entregado,Producto defectuoso,88,Hogar,60000,Regular
5,smartphone,Brendanberg,step,1100,16,6/21/2023,Sean Mitchell,powersjimmy@example.org,602-238-8997,507 Johnson Port Banksshire AK 72140,Efectivo,En camino,Sin comentario,72,Tecnología,17600,Regular
6,silla,Nguyenshire,group,700,30,7/10/2023,Robert Bryant,walkerraven@example.net,101-988-9703,507 Johnson Port Banksshire AK 72140,Efectivo,En camino,Producto defectuoso,72,Hogar,21000,VIP
22,smartphone,East Janicemouth,movement,2100,11,1/4/2023,Jessica Davis,rdaugherty@example.net,369-774-6572,283 Cynthia Groves Apt 671 Weavermouth ID 06739,Tarjeta,Entregado,Producto defectuoso,38,Tecnología,23100,VIP
12,tubería,Vasquezborough,member,1100,30,11/20/2023,Mark Mays,paul02@example.com,686-499-0991,03346 Tony Spring Apt 633 Ericberg AK 73272,Efectivo,Entregado,Producto defectuoso,53,construcción,33000,VIP
14,bloques,East Leah,leg,900,16,3/22/2023,Alan Bird,paul49@example.net,848-723-3346,18235 Carl Garden Apt 025 Lake Miranda LA 16737,Tarjeta,En camino,Producto defectuoso,78,Juguetería,14400,VIP
19,freno,Jessechester,still,2300,23,3/22/2023,Roger Stephens,sandersbeth@example.org,686-499-0991,403 Ashley Mountains Apt 918 Nicholasberg MI 72538,Efectivo,Entregado,Sin comentario,19,Automotriz,52900,VIP
1,crema,Courtneymouth,at,1100,12,8/27/2023,Alan Bird,brianboyd@example.org,372-568-4886,283 Cynthia Groves Apt 671 Weavermouth ID 06739,Efectivo,Entregado,Sin comentario,30,Cuidado Personal,13200,Regular
30,tubería,Lake Juan,TV,700,14,8/13/2023,Dr Monica Woods,david09@example.com,848-723-3346,0827 Jill Cape Suite 299 Angieport DC 15542,Tarjeta,Entregado,Producto defectuoso,43,construcción,9800,VIP
20,smartphone,East Leah,despite,1500,24,12/4/2022,Jennifer Holmes,david09@example.com,419-330-3873,9978 Kenneth Plaza Suite 069 Monicafurt NM 39529,Tarjeta,En camino,Producto defectuoso,19,Tecnología,36000,Regular
6,crema,Nguyenshire,job,2500,2,5/5/2023,Crystal Chambers,powersjimmy@example.org,175-317-5834,769 Dickerson Drive Jasminemouth HI 08895,Efectivo,Entregado,Producto defectuoso,30,Cuidado Personal,5000,Regular
26,tubería,South Thomas,group,900,16,7/25/2023,Juan Manning,paul02@example.com,621-875-1265,37970 Hudson Falls Downshaven PA 58533,Efectivo,Entregado,Sin comentario,88,construcción,14400,Regular
22,bloques,New Reginaldmouth,matter,200,24,1/14/2023,Sharon Lowe,lweaver@example.org,314-325-7035,50604 Anthony Villages New William ME 95446,Tarjeta,En camino,Producto defectuoso,98,Juguetería,4800,VIP
2,crema,North Jasmine,individual,300,13,1/4/2023,Mark Mays,paul02@example.com,890-231-3672,91315 Simpson Fork Apt 336 South Mark GA 64860,Tarjeta,En camino,Producto defectuoso,72,Cuidado Personal,3900,Regular
6,bloques,East Leah,still,700,24,9/1/2023,Benjamin Chan,eric87@example.org,525-194-7529,50604 Anthony Villages New William ME 95446,Efectivo,Entregado,Sin comentario,30,Juguetería,16800,VIP
12,crema,Valerietown,group,1500,26,9/1/2023,Charles Williams,rdaugherty@example.net,509-821-0932,664 Berger Rapid South Suzanne WV 68526,Efectivo,Entregado,Sin comentario,53,Cuidado Personal,39000,VIP
18,crema,North Thomastown,finish,3000,7,9/12/2023,David Norton,paul49@example.net,602-238-8997,50604 Anthony Villages New William ME 95446,Tarjeta,Entregado,Producto defectuoso,38,Cuidado Personal,21000,VIP
16,bloques,East Jonathan,finish,2000,24,9/23/2023,Crystal Chambers,hornebeth@example.com,419-330-3873,233 Peterson Canyon Tranmouth ND 40770,Efectivo,En camino,Sin comentario,19,Juguetería,48000,VIP
30,cereal,East Brittany,spring,1500,21,4/14/2023,Michelle Mitchell,david09@example.com,870-860-8083,769 Dickerson Drive Jasminemouth HI 08895,Tarjeta,Entregado,Producto defectuoso,55,Alimentos,31500,Regular
